srcid,dstid,Sequence
18358,28361,48680
29127,18227,48681
11496,14513,48682
18358,25481,48683
19488,26280,48684
9503,28856,48685
25414,18358,48686
28191,18324,48687
28503,18298,48688
24913,3671,48689
5781,20360,48690
25477,13422,48691
28991,18154,48692
25074,17247,48693
25074,472,48694
28367,15591,48695
19487,20753,48696
745,3131,48697
20753,18528,48698
18554,30392,48699
15554,29044,48700
19654,28389,48701
18170,28938,48702
30352,20115,48703
5009,6723,48704
29545,3630,48705
28152,18294,48706
24246,10221,48707
30352,18801,48708
30352,14429,48709
18302,1492,48710
20401,13132,48711
30428,18301,48712
19665,7591,48713
18151,28552,48714
28964,18312,48715
28367,14442,48716
9922,21879,48717
25881,12535,48718
9922,889,48719
26370,13943,48720
26191,21879,48721
11232,21879,48722
11232,12535,48723
7401,2276,48724
23349,16035,48725
11496,14338,48726
6058,17247,48727
28921,27281,48728
10107,20745,48729
20386,28367,48730
25074,517,48731
24257,29818,48732
28367,19683,48733
28367,17290,48734
25074,11744,48735
15621,28367,48736
28921,17247,48737
19642,6056,48738
11417,18219,48739
28367,17621,48740
7537,19683,48741
25881,21908,48742
28367,17846,48743
26189,21959,48744
26057,21848,48745
28379,18276,48746
2441,29659,48747
15696,18227,48748
1494,19249,48749
12984,20647,48750
2012,26034,48751
15031,28367,48752
25215,12221,48753
18622,25430,48754
27368,28367,48755
18834,28366,48756
1988,25430,48757
18656,28367,48758
25880,21860,48759
28367,20473,48760
24776,18306,48761
28367,33,48762
23144,17961,48763
12636,18123,48764
18209,11434,48765
4890,21918,48766
26335,21838,48767
22560,21606,48768
9922,21918,48769
26196,21918,48770
26189,21775,48771
26191,21918,48772
1184,21918,48773
17131,18299,48774
27115,18824,48775
30233,18364,48776
9921,21864,48777
16325,30352,48778
24296,29736,48779
24225,14203,48780
26289,968,48781
26289,24600,48782
1984,28921,48783
18154,28408,48784
18277,2818,48785
26034,9427,48786
28361,18112,48787
12868,20751,48788
28367,12092,48789
9921,21901,48790
26188,7106,48791
26188,846,48792
4315,17080,48793
22559,21619,48794
26204,21838,48795
2545,16009,48796
22559,21817,48797
5513,25361,48798
23144,22067,48799
23147,20669,48800
18549,20159,48801
18535,20356,48802
5881,23612,48803
26279,26611,48804
18535,10843,48805
9279,28152,48806
13076,1837,48807
12261,20748,48808
26289,17732,48809
18549,20607,48810
18541,20743,48811
29066,18763,48812
29018,14391,48813
29066,18243,48814
6761,29106,48815
20834,4448,48816
18343,13005,48817
20825,14628,48818
17155,28379,48819
13790,18544,48820
14429,28367,48821
18350,24680,48822
20443,28367,48823
19518,25477,48824
18358,5816,48825
8697,22348,48826
18149,14628,48827
11279,29376,48828
3766,20748,48829
18549,21081,48830
28991,16327,48831
18544,20748,48832
5336,20748,48833
26769,20747,48834
4315,4003,48835
18575,20748,48836
22559,21614,48837
7401,22265,48838
4447,16286,48839
18549,7028,48840
18549,5494,48841
1490,20753,48842
29066,16286,48843
14493,20515,48844
29066,3665,48845
7542,19647,48846
3665,30399,48847
9487,24912,48848
9486,24953,48849
12423,25430,48850
13792,25053,48851
27393,20748,48852
28921,25648,48853
18182,28921,48854
18110,28921,48855
28921,12092,48856
18535,20748,48857
11637,14493,48858
24265,1481,48859
24247,29978,48860
5749,30117,48861
17681,20748,48862
25667,28367,48863
22560,21640,48864
25958,21853,48865
28660,9132,48866
23991,30113,48867
16586,20672,48868
11426,18920,48869
20748,1625,48870
174,24700,48871
12774,28366,48872
30909,25091,48873
18551,20748,48874
13535,20356,48875
18394,20748,48876
28513,21737,48877
25826,20748,48878
24424,14195,48879
24246,29441,48880
23144,18235,48881
28991,20843,48882
18548,20748,48883
22580,23048,48884
10107,18170,48885
20566,28367,48886
696,28105,48887
18600,20748,48888
28894,18227,48889
12261,20159,48890
15692,20607,48891
18217,27578,48892
18549,20733,48893
3770,16964,48894
17215,11375,48895
18321,2738,48896
17637,28370,48897
15637,28921,48898
19021,28919,48899
18549,22112,48900
9973,18161,48901
26188,16484,48902
2545,16016,48903
13005,17571,48904
18219,7355,48905
18219,25455,48906
28921,461,48907
19874,30352,48908
27391,30951,48909
20743,2061,48910
18549,11995,48911
18549,126,48912
19355,20748,48913
18549,20644,48914
15693,20748,48915
25434,30904,48916
30904,25430,48917
18131,11176,48918
14698,2508,48919
17681,20743,48920
2570,23019,48921
6860,20748,48922
30746,17814,48923
12259,20748,48924
20715,28361,48925
18549,20816,48926
28660,20645,48927
18442,20748,48928
16964,20714,48929
18549,3958,48930
28367,20971,48931
10107,17275,48932
28367,17893,48933
6089,18116,48934
8574,20836,48935
5338,20748,48936
13534,20356,48937
18549,3909,48938
575,21380,48939
20991,28366,48940
18277,28369,48941
3909,17680,48942
20748,8935,48943
18549,10843,48944
25826,7028,48945
21380,16414,48946
9317,20748,48947
30390,10586,48948
18279,14628,48949
20360,18413,48950
9442,28367,48951
20772,13005,48952
17364,20748,48953
18862,20747,48954
28367,3640,48955
28366,18227,48956
26034,18227,48957
18541,20748,48958
12587,21243,48959
22718,21841,48960
23348,7104,48961
989,21827,48962
6134,18169,48963
30352,16263,48964
18549,29240,48965
18549,20557,48966
18549,12558,48967
18549,20740,48968
18549,21380,48969
18541,15906,48970
19065,20750,48971
2198,28991,48972
24452,29812,48973
21094,28391,48974
18343,7537,48975
18221,14628,48976
12169,28367,48977
18022,28367,48978
25655,28367,48979
26188,13924,48980
25404,18341,48981
27816,18311,48982
17185,28379,48983
18343,2818,48984
5090,30535,48985
20753,2041,48986
20876,13005,48987
745,29545,48988
13728,18227,48989
18549,27578,48990
22015,29998,48991
20753,2781,48992
18549,20866,48993
20754,10681,48994
11369,18151,48995
30392,25717,48996
20669,28326,48997
26188,11891,48998
9209,30238,48999
18219,29998,49000
18549,11941,49001
28367,5453,49002
24680,20253,49003
25513,17806,49004
25430,5830,49005
7400,13976,49006
25477,18760,49007
22560,21875,49008
10679,14744,49009
27393,20733,49010
10679,126,49011
18114,12759,49012
18323,28894,49013
10579,30333,49014
24912,18078,49015
113,20748,49016
24226,10221,49017
4183,30067,49018
23316,29588,49019
18549,30951,49020
18549,20747,49021
7345,10877,49022
19815,20748,49023
28055,18150,49024
10024,20055,49025
16414,20644,49026
7257,24643,49027
20748,30600,49028
9041,28137,49029
26189,21511,49030
7537,22025,49031
28367,13438,49032
28367,3667,49033
28367,13490,49034
9286,24912,49035
15657,28983,49036
18276,28991,49037
15547,14618,49038
1397,18280,49039
19003,28369,49040
24243,10211,49041
27816,20862,49042
13005,18300,49043
28367,11878,49044
24774,20932,49045
8885,30493,49046
28379,20715,49047
28730,21808,49048
20654,25074,49049
19954,25079,49050
25074,27533,49051
14929,21817,49052
4316,17082,49053
27985,29663,49054
19687,30345,49055
4922,28660,49056
27520,28020,49057
18302,7672,49058
28367,9234,49059
4588,16331,49060
30352,10624,49061
7592,18329,49062
24226,29744,49063
12850,21817,49064
10174,18240,49065
1439,329,49066
25921,21907,49067
26188,2253,49068
26369,13934,49069
26188,11998,49070
2981,16009,49071
28492,18251,49072
29090,18251,49073
26190,17080,49074
7609,19654,49075
26188,22229,49076
16967,25074,49077
24124,29819,49078
27979,30117,49079
24272,30111,49080
7592,1140,49081
28921,18236,49082
14350,28366,49083
27242,28366,49084
3930,24982,49085
23149,20669,49086
4499,18227,49087
29066,18290,49088
6006,18154,49089
1173,472,49090
22428,29507,49091
11747,28367,49092
11369,18216,49093
20308,6134,49094
16293,24902,49095
20843,7309,49096
621,5765,49097
24734,17908,49098
28367,19671,49099
4448,16566,49100
25430,19289,49101
28367,15930,49102
28367,18063,49103
25429,18300,49104
30355,18156,49105
28055,1955,49106
9505,28152,49107
26279,29493,49108
26279,22766,49109
13455,11413,49110
13392,30321,49111
4289,21786,49112
22718,21930,49113
28379,114,49114
13005,27091,49115
28371,5320,49116
13005,18352,49117
23349,21881,49118
27915,21848,49119
7648,20753,49120
29455,18223,49121
23963,29577,49122
1003,21304,49123
13863,20753,49124
5781,20753,49125
24912,27580,49126
29995,9487,49127
25033,20753,49128
24957,20609,49129
11869,20086,49130
25233,745,49131
30392,5496,49132
30333,20758,49133
18219,6129,49134
17865,30337,49135
17306,25079,49136
30233,18187,49137
23348,3993,49138
18227,247,49139
11163,14838,49140
16254,25466,49141
9863,20822,49142
25516,20753,49143
29548,20753,49144
25074,20751,49145
29995,2184,49146
7329,20753,49147
25477,9487,49148
25430,20758,49149
28367,25721,49150
28367,3670,49151
12816,21797,49152
28660,18246,49153
30352,13466,49154
30219,18186,49155
4588,18150,49156
29066,5239,49157
28367,554,49158
22560,21855,49159
28367,10660,49160
26188,867,49161
26188,21977,49162
28367,3716,49163
26189,21274,49164
28991,18315,49165
7433,22960,49166
25896,23042,49167
2899,23235,49168
26256,1376,49169
11656,25046,49170
26256,9681,49171
25896,12607,49172
7414,929,49173
26256,9742,49174
25977,4076,49175
28605,22909,49176
11246,9658,49177
28605,23231,49178
28756,23111,49179
26247,22960,49180
26256,29470,49181
170,23167,49182
11246,30749,49183
26256,24593,49184
26076,22960,49185
11250,22996,49186
28758,23111,49187
26286,22960,49188
25924,22960,49189
26279,9680,49190
14126,17745,49191
13132,17529,49192
29527,18139,49193
6134,18139,49194
13429,28253,49195
4458,18227,49196
5876,2333,49197
23349,21956,49198
6007,20251,49199
2691,15594,49200
24257,6099,49201
7453,26784,49202
6704,11327,49203
18352,1357,49204
19128,28364,49205
28367,19330,49206
28367,18836,49207
20425,29066,49208
1318,18317,49209
24680,18441,49210
29868,21857,49211
4667,24641,49212
27247,28367,49213
6134,18228,49214
28367,3898,49215
30538,18116,49216
24680,20360,49217
6007,20753,49218
28367,5496,49219
28228,30970,49220
20834,6007,49221
18169,30350,49222
18229,12733,49223
18229,7320,49224
28921,9209,49225
30352,13422,49226
30352,18216,49227
28054,19590,49228
8822,28367,49229
24255,6110,49230
3386,26698,49231
12156,30296,49232
3167,30538,49233
23422,21848,49234
23349,853,49235
28152,18293,49236
23349,21515,49237
23349,16040,49238
23349,4000,49239
23422,21901,49240
12203,28832,49241
10600,27115,49242
18304,24680,49243
26369,21848,49244
7152,22241,49245
11645,14917,49246
24655,31052,49247
23349,10260,49248
8103,21853,49249
25196,21695,49250
27915,12521,49251
23285,21848,49252
13055,17623,49253
11036,21853,49254
9737,21969,49255
23349,27704,49256
27915,21853,49257
23349,31052,49258
5687,21853,49259
23349,26524,49260
29867,39,49261
22719,21853,49262
23349,21885,49263
23333,27703,49264
23213,21853,49265
23349,8092,49266
27915,21462,49267
15968,29070,49268
28367,30956,49269
28367,7030,49270
26189,10936,49271
29066,745,49272
26687,20649,49273
12423,7672,49274
3639,30352,49275
10554,30352,49276
18169,13132,49277
30008,30954,49278
2781,15907,49279
26335,21855,49280
28589,30793,49281
30440,20751,49282
26189,14878,49283
26189,13943,49284
2546,16035,49285
12816,21256,49286
23349,859,49287
23285,27701,49288
30352,1910,49289
27915,21463,49290
2818,18169,49291
9843,20753,49292
27816,18312,49293
14929,21855,49294
28055,18281,49295
18552,18304,49296
12263,18304,49297
18131,5768,49298
18257,30352,49299
24256,29931,49300
26688,18123,49301
18219,5791,49302
10579,25477,49303
4681,26547,49304
5781,12913,49305
22355,16203,49306
24999,18219,49307
26688,20760,49308
28367,1517,49309
18161,7349,49310
14628,18154,49311
12132,28055,49312
28103,18325,49313
28367,17991,49314
29545,13449,49315
1198,22707,49316
2044,26034,49317
28105,18155,49318
19827,28425,49319
24192,29794,49320
18096,30352,49321
18160,28389,49322
18219,25417,49323
19289,29066,49324
28020,20155,49325
25430,20657,49326
25393,20862,49327
28367,18465,49328
19728,29060,49329
18227,22365,49330
20917,28366,49331
18227,24928,49332
20447,29066,49333
20925,11368,49334
2691,20835,49335
13005,20100,49336
18169,28378,49337
18169,13070,49338
18302,2818,49339
28367,16990,49340
18357,29534,49341
20281,30352,49342
18324,25074,49343
10278,30390,49344
20801,28366,49345
6763,1494,49346
18358,28439,49347
14476,28301,49348
18279,28439,49349
9791,30113,49350
5725,26137,49351
4201,30067,49352
28367,20935,49353
28964,18333,49354
24266,11484,49355
26980,29660,49356
18307,28261,49357
5283,28367,49358
18112,4499,49359
28369,18112,49360
18111,28367,49361
26182,21912,49362
20753,28413,49363
19040,28363,49364
13500,24912,49365
18130,24892,49366
18174,24912,49367
9716,20000,49368
7320,18554,49369
5496,20753,49370
4394,26688,49371
25228,20753,49372
24737,20517,49373
24982,20753,49374
25368,20971,49375
25414,20753,49376
24252,29440,49377
18554,9257,49378
10681,14430,49379
3771,16332,49380
28660,18229,49381
28367,13735,49382
26188,21631,49383
28836,18307,49384
28058,18156,49385
5050,23025,49386
26289,22330,49387
15021,24896,49388
16249,28439,49389
25652,29563,49390
18116,29550,49391
26189,20239,49392
28367,1137,49393
27115,18315,49394
28921,17331,49395
4425,16281,49396
28990,18944,49397
24680,21396,49398
6819,27813,49399
14628,11318,49400
24242,29849,49401
24242,10220,49402
6763,18398,49403
28367,20383,49404
28367,27307,49405
4448,16312,49406
25983,9701,49407
18296,4588,49408
22067,25085,49409
24255,7642,49410
24255,10209,49411
23909,29791,49412
24255,30554,49413
316,19179,49414
23908,30111,49415
4189,30066,49416
3747,28367,49417
27489,28020,49418
2546,12003,49419
20315,25430,49420
17398,25430,49421
20843,4831,49422
20118,28371,49423
25690,30428,49424
11368,14364,49425
5799,20360,49426
14021,28277,49427
24226,29735,49428
15663,28901,49429
17374,28378,49430
25984,22990,49431
2570,22327,49432
12733,17584,49433
24225,29819,49434
25717,28367,49435
18139,30333,49436
18355,7672,49437
18161,4253,49438
1544,29066,49439
13136,18299,49440
6007,20836,49441
31117,20522,49442
4448,16379,49443
18114,5810,49444
18112,28439,49445
18358,14628,49446
10858,27115,49447
12141,28367,49448
28367,11992,49449
2443,30112,49450
1200,4074,49451
25775,28921,49452
18139,28419,49453
24255,30119,49454
27983,29773,49455
18323,29077,49456
18317,4230,49457
18227,30326,49458
15584,28367,49459
24253,29792,49460
24253,30759,49461
28020,18349,49462
28367,19046,49463
24680,20353,49464
26289,22984,49465
2570,22308,49466
26256,2325,49467
28748,23001,49468
11254,25143,49469
25896,25167,49470
1203,22787,49471
14117,23055,49472
26289,187,49473
28125,22956,49474
13047,23107,49475
25908,942,49476
25908,22863,49477
26257,22308,49478
25920,23040,49479
26384,23060,49480
10689,27115,49481
20653,28367,49482
23144,20162,49483
25361,20822,49484
6568,25062,49485
20971,25429,49486
28921,18220,49487
18343,7672,49488
15857,28315,49489
26370,21853,49490
23341,21855,49491
28367,5316,49492
7537,18220,49493
12749,9008,49494
20413,25430,49495
20822,28388,49496
17604,28371,49497
17337,28921,49498
26289,2961,49499
4336,22895,49500
18619,24912,49501
7194,26078,49502
20018,24918,49503
24255,4572,49504
18657,28412,49505
18276,24679,49506
28367,3736,49507
5781,20433,49508
6834,28367,49509
2172,28367,49510
4448,16294,49511
14628,18354,49512
24680,18354,49513
28367,12413,49514
28105,20678,49515
29067,18219,49516
28378,18219,49517
28788,18219,49518
28379,18112,49519
30352,17584,49520
16286,25088,49521
11826,30392,49522
18139,4588,49523
23521,18219,49524
18863,4777,49525
29066,488,49526
12636,18219,49527
29064,3156,49528
25430,20315,49529
24168,30050,49530
1055,30823,49531
18321,28369,49532
19203,25071,49533
18354,1333,49534
28367,3744,49535
17925,28367,49536
18139,28371,49537
31147,27764,49538
25724,28228,49539
19932,28931,49540
13811,8134,49541
20668,2818,49542
6007,20715,49543
4868,28367,49544
1284,24937,49545
6196,25515,49546
20971,30393,49547
3857,3102,49548
18130,28906,49549
19590,28915,49550
1869,28921,49551
25648,28921,49552
8744,28974,49553
19176,28927,49554
699,28367,49555
470,28367,49556
28873,18112,49557
24912,27359,49558
28367,3818,49559
26289,22682,49560
12739,17636,49561
11811,17306,49562
25071,18315,49563
24912,18342,49564
28672,18299,49565
18554,17561,49566
18554,3643,49567
18002,18554,49568
25693,28366,49569
18169,24679,49570
28367,19172,49571
30232,18201,49572
25096,18214,49573
20656,28906,49574
21316,28927,49575
14628,21002,49576
1407,18219,49577
16210,25059,49578
764,28367,49579
20835,12759,49580
25430,19272,49581
20076,25446,49582
1958,28367,49583
14587,597,49584
30296,18347,49585
13758,28261,49586
16368,28367,49587
18343,6134,49588
16249,2691,49589
20835,24680,49590
4448,18114,49591
7537,18114,49592
18221,28361,49593
3701,25074,49594
28614,22907,49595
24242,30148,49596
26188,21842,49597
975,12128,49598
1405,19274,49599
7537,19722,49600
22719,21830,49601
25477,25665,49602
20391,1364,49603
24912,13483,49604
24910,18317,49605
17586,28393,49606
741,6007,49607
29106,18219,49608
7555,19546,49609
2691,15582,49610
17664,4452,49611
30956,7537,49612
12122,30352,49613
13062,19136,49614
28367,1989,49615
29337,17981,49616
24401,29621,49617
18555,18606,49618
25392,20561,49619
12739,20753,49620
29482,26328,49621
2348,26279,49622
24255,4539,49623
20203,26269,49624
18307,30321,49625
19596,28389,49626
26442,23009,49627
26279,29474,49628
26076,22975,49629
26442,22975,49630
26256,26929,49631
12834,23170,49632
25983,22961,49633
18293,6086,49634
18276,6089,49635
29337,18080,49636
28366,22122,49637
7609,2088,49638
8121,23431,49639
26279,23139,49640
26101,25151,49641
25228,12434,49642
11167,20731,49643
27362,28367,49644
5199,28367,49645
28788,20787,49646
5241,28367,49647
18132,30876,49648
15626,28367,49649
30352,9442,49650
28482,20930,49651
30352,20932,49652
24912,14443,49653
5781,20414,49654
30571,18813,49655
29092,18149,49656
18398,18554,49657
28660,18321,49658
18227,15387,49659
28415,20834,49660
28657,20834,49661
28359,20799,49662
7534,20834,49663
29066,18223,49664
28359,20850,49665
28359,10858,49666
28359,20408,49667
29545,20834,49668
20834,26114,49669
17335,28379,49670
26153,18227,49671
12834,23028,49672
1041,30818,49673
18342,10174,49674
1897,26033,49675
5868,21986,49676
